titleId,titleName,original,author,artistId,adult,age,bestChallengeLevelUp,finish,thumbnailUrl,synopsis,genre,rankGenreTypes,tags,totalCount,viewCount,starScore,favoriteCount,star_std_deviation,like_mean_value,like_std_deviation,comments_mean_value,comments_std_deviation,collected_num_of_epi,num_of_works,nums_of_work_2,writers_favor_average,osmu_movie,osmu_drama,osmu_anime,osmu_play,osmu_game,osmu_OX
730607,평행도시,FALSE,고다,[326475],FALSE,15세 이용가,,TRUE,https://image-comic.pstatic.net/webtoon/730607/thumbnail/thumbnail_IMAG21_4050531779662669109.jpg,"날 찾아온 또 다른 나..?
극악무도한 도플갱어의 습격,
그리고 눈 앞에 펼쳐진 끔찍한 평행세계.
다시 예전의 삶으로 돌아갈 수 있을까?",['FANTASY'],['FANTASY'],"['판타지', '아포칼립스', '완결무료', '성장물', '완결판타지', '좀비']",150,0,9.95153,114746,0.0378449647,9672.2,2444.877003,498.2,353.4568715,10,1,1,117635,0,0,0,0,0,0
797468,누나! 나 무서워,FALSE,디귿,[326130],FALSE,15세 이용가,,TRUE,https://image-comic.pstatic.net/webtoon/797468/thumbnail/thumbnail_IMAG21_31b5356a-65c6-4ae3-a8af-92b1c959357f.jpg,"여자에 환장한 남고생 상엽은 처녀귀신을 만나기 위해 강령술(?)을 시도하고, 귀신 소미를 만난다. 그리고 소미 뿐만 아니라 위험한 존재들도 만나게 된다. 위기에 빠진 상엽은 소미를 받아들여 신내림을 받는데, 이로 인해 더 위험한 귀신들이 엮이게 된다. 그리고 소미를 쫓는 저승사자까지 엮이는데... 살인마/귀신/저승사자로부터 살아남기 위한 소미와 상엽의 고군분투가 시작된다.",['THRILL'],['THRILLER'],"['완결무료', '괴담', '4차원', '학원물', '스릴러', '완결스릴러']",60,0,9.88405,71492,0.0607645423,5250.8,1390.391801,365.3,146.2491367,10,3,3,76357.33333,0,0,0,0,0,0
774863,팔이피플,FALSE,매미 / 희세,"[292088, 292087]",FALSE,15세 이용가,,FALSE,https://image-comic.pstatic.net/webtoon/774863/thumbnail/thumbnail_IMAG21_3689684179498578529.jpg,"<마스크걸>, <위대한 방옥숙> 매미/희세 작가의 신작!
SNS에서 육아용품 파는 평범한 유부녀 박주연, 그녀의 고등학교 동창인 김예희는 팔로워 70만의 셀럽으로 엄청난 부와 명성을 누리는 중이다.
박주연은 김예희를 미워하는 동시에 집착하고 있는데, 과연 그녀는 김예희의 과거를 폭로하고 셀럽으로 올라설 수 있을까?",['DRAMA'],['DRAMA'],"['계략여주', '하이퍼리얼리즘', '드라마', '인플루언서']",73,0,9.94303,332242,0.0393319117,19869.4,1818.21892,993.3,268.5487107,10,3,3,334558.6667,0,0,0,0,0,0
719508,헬58,FALSE,장성준,[321638],TRUE,18세 이용가,,TRUE,https://image-comic.pstatic.net/webtoon/719508/thumbnail/thumbnail_IMAG21_4049636999763944505.jpg,"약육강식의 섬 헬58에서 벌어지는 권력다툼과 암투, 배신. 
주인공 서민은 이 지옥같은 섬에서 과연 희망을 찾고 탈출할 수 있을까?",['ACTION'],['ACTION'],"['완결액션', '완결무료', '성인웹툰', '액션']",0,468796,9.83327,129503,0,0,0,0,0,,1,1,129009,0,0,0,0,0,0
764129,살아남은 로맨스,FALSE,이연,[317511],FALSE,15세 이용가,,TRUE,https://image-comic.pstatic.net/webtoon/764129/thumbnail/thumbnail_IMAG21_89b292f9-8c86-45bd-9149-abf704a8f00d.jpg,"로맨스 소설에 빙의해 행복한 삶을 살던 채린.
그녀의 눈에 남자주인공인 '제하' 외에는 모두 검은색 그림자로밖에 보이지 않는다.
그리고 갑자기 바뀐 소설의 장르. 
살아남으려면 엑스트라들과 손을 잡아야 한다!!
<화장 지워주는 남자> 이연 작가의 차기작, 세상에 이런 장르는 없었다!",['FANTASY'],['FANTASY'],"['판타지', '서바이벌', '아포칼립스', '구원서사', '빙의', '완결판타지', '학원로맨스']",103,0,9.97368,406615,0.0156328866,33473.42857,4533.495682,1869.428571,1245.851041,7,3,3,321986.3333,0,0,1,0,0,1
791140,메모리얼,FALSE,상C,[353975],FALSE,15세 이용가,,TRUE,https://image-comic.pstatic.net/webtoon/791140/thumbnail/thumbnail_IMAG21_28c779aa-48bf-47bc-8a52-fd0ede76a9c5.jpg,"평범한 일상을 보내고 있던 고등학생 '민희'는 예전부터 좋아하던 친구에게 고백을 계획한다.
그러나 고백 전날, '그 애'와 관련된 불길한 꿈을 꾸게 되고 현실에서 '그 애'와 관련된 모든 것이 사라지고 만다.
모든 것이 혼란스러운 민희는 '그 애'를 찾기 시작하는데..",['THRILL'],['THRILLER'],"['완결무료', '스릴러', '완결스릴러']",71,0,9.9331,59064,0.0481302198,3642.8,628.2263605,268.7,141.4121989,10,1,1,59153,0,0,0,0,0,0
748105,독립일기,FALSE,자까,[301511],FALSE,전체연령가,,FALSE,https://image-comic.pstatic.net/webtoon/748105/thumbnail/thumbnail_IMAG21_87f84b6f-a211-4940-8684-f4b8731357eb.jpg,"처음으로 나만의 집이 생긴다면? 
자까 작가의 나혼자 사는 이야기",['DAILY'],['HUMOR'],['일상'],205,0,9.97052,735724,0.0158386356,78796.7,10797.44775,7855.9,2207.061642,10,12,12,225035,0,0,0,0,0,0
103759,이말년씨리즈,FALSE,이말년,[131],FALSE,전체연령가,,TRUE,https://image-comic.pstatic.net/webtoon/103759/thumbnail/thumbnail_IMAG21_3546920286159910456.jpg,"독특한 이야기 전개 방식을 확립한 이말년 작가가 선보이는

엉뚱한 상상과 황당한 설정의 새로운 개그 웹툰",['COMIC'],['HUMOR'],"['완결무료', '완결개그', '개그']",159,218908912,8.95684,158032,0.7297352946,5577.8,399.0169921,4401.6,1453.933368,5,5,5,126578.6,0,0,1,0,0,1
741467,너의 미소가 함정,FALSE,앵고,[332096],FALSE,전체연령가,,FALSE,https://image-comic.pstatic.net/webtoon/741467/thumbnail/thumbnail_IMAG21_ea059962-650e-4424-ae2c-6d1dea40fec4.jpg,"살기 뿜뿜 살벌한 여자 차백합과 빛나는 외모를 가린 남자 안기유!
운명처럼 짝이 된 둘의 난감 빠방 스쿨 라이프!",['PURE'],['ROMANCE'],"['하이틴', '로맨스']",131,0,9.97463,227395,0.0203362849,15771.8,3696.519763,850.3,535.726992,10,1,1,227476,0,0,0,0,0,0
800312,이십팔세기 광팬,FALSE,컷부,[269378],FALSE,12세 이용가,,TRUE,https://image-comic.pstatic.net/webtoon/800312/thumbnail/thumbnail_IMAG21_90520e55-609b-4015-8260-974081bce964.jpg,"망한 작가 이지음의 앞에 이십팔세기에서 지음의 광팬, 최강팬이 찾아온다. 강팬은 지음이 단명한다는 사실을 알려주고, 지음이 무병장수해서 다작할 수 있도록 돕겠다고 한다. 그런데 이럴 수가. 책 뿐만 아니라 인생까지 망할 것 같다.",['COMIC'],['HUMOR'],"['완결무료', '4차원', '완결개그', '개그', '차원이동']",103,0,9.92206,43152,0.037020703,6729.1,2232.049706,1045.1,476.2080323,10,3,3,101905,0,0,0,0,0,0
794156,지옥연애환담,TRUE,당첨 / 녹혜 / 황도톨,"[355496, 355497]",FALSE,15세 이용가,,TRUE,https://image-comic.pstatic.net/webtoon/794156/thumbnail/thumbnail_IMAG21_759dc2a2-7315-4c34-a980-36e176614795.jpeg,"갑작스러운 실직과 이별에도 아플 새도 없이 일자리를 알아보는 대한민국의 K-장녀.
어느 날 우연히 '더 헬'이라는 회사의 공고를 발견하고 얼떨결에 취업까지 성공하게 된다.
그러나 그 곳은  냉미남 염라가 다스리는 진짜 지옥이었다.",['PURE'],['ROMANCE'],"['소설원작', '로맨스', '로판', '까칠남', '완결로맨스']",69,0,9.95746,51973,0.0303181015,3751.142857,464.1460449,219.1428571,83.38795489,7,1,1,51435,0,0,0,0,0,0
770068,나타나주세요!,FALSE,김기현,[344876],FALSE,15세 이용가,,TRUE,https://image-comic.pstatic.net/webtoon/770068/thumbnail/thumbnail_IMAG21_b5e21984-464b-4529-91fa-3ecc4428e690.jpg,"평소보다 특별했던 어느 날, 평범한 대학생 김지용의 꿈속에 정지혜가 나타나기 시작했다.
정지혜에게 첫눈에 반한 김지용은 그녀를 찾아다니기 위해 노력하지만 알고 보니 그녀는.. 2년 전에 자살한 사람이었다?!
그녀를 살리기 위해 고군분투하는 김지용의 달콤살벌 로맨스. 나타나주세요, 내 눈앞에!",['PURE'],['ROMANCE'],"['로맨스', '완결무료', '완결로맨스', '다정남', '캠퍼스로맨스', '연상연하']",123,0,9.95109,394890,0.0771616804,17918.1,2887.684832,579.8,385.5727687,10,1,1,392254,0,0,0,0,0,0
784507,푸쉬오프,FALSE,허5파6,[257312],FALSE,전체연령가,,TRUE,https://image-comic.pstatic.net/webtoon/784507/thumbnail/thumbnail_IMAG21_7076337200897603889.jpg,"어릴 때부터 엄마에게 이끌려 사이비종교에 들어갔던 주인공 다혜는 세상과 단절되어 살다가 
자신과 정반대 성격의 동갑내기 이복자매 윤서와 여러 사람들을 만나게 된다.",['DRAMA'],['DRAMA'],"['사이비종교', '하이퍼리얼리즘', '완결무료', '드라마', '완결드라마', '힐링', '감성드라마', '성장드라마']",90,0,9.97424,96698,0.0057605489,11254.1,2083.005542,573.5,440.5978325,10,5,5,134735.6,0,0,0,0,0,0
737628,별이삼샵,FALSE,혀노,[237960],FALSE,15세 이용가,,FALSE,https://image-comic.pstatic.net/webtoon/737628/thumbnail/thumbnail_IMAG21_3774405050062168629.jpg,"ㄱ나니? 발신자 제한번호로 그녀에게 마음을 전했던 이야기. 
'남과여' 혀노 작가가 담아낸
 촌스럽지만 풋풋했던 2000년대 그 시절.",['DRAMA'],['DRAMA'],"['하이틴', '레트로', '드라마', '청춘로맨스']",145,0,9.96334,361203,0.0459836201,12692.2,3286.43271,699.6,743.8030922,10,4,4,349207.75,0,0,0,0,0,0
802835,겨울 정원의 하와르,TRUE,단청 / 래럿 / 미나토,"[359509, 359510]",FALSE,전체연령가,,FALSE,https://image-comic.pstatic.net/webtoon/802835/thumbnail/thumbnail_IMAG21_4289191f-b053-4bad-a004-701a7d674869.jpg,"왕좌 싸움에 밀려 왕국에서 먼 곳으로 정략 결혼을 하게 된 왕녀 카놀라.
처음 본 정혼자에게 한 눈에 반해 버렸다!
하지만 시집 갈 트리폴 왕국 사람들은 이방인 취급하며 그녀를 무시하고,
세 가지 시험을 통과하기 전까진 결혼할 수 없다고 통보한다. 
심지어 정혼자까지 그녀에게 쌀쌀 맞기만 한데....

여기서 물러설 수 없다. 이미 손자 손녀 이름까지 지어 놨다.
그깟 시험 따위 빨리 해치워 버리겠어!",['PURE'],['ROMANCE'],"['소설원작', '로맨스']",40,0,9.96698,92274,0.0120475398,5732.8,1158.952527,234.2,124.3067174,10,1,1,95214,0,0,0,0,0,0
805356,이종 격투기,FALSE,꼬마비,[268742],FALSE,12세 이용가,,TRUE,https://image-comic.pstatic.net/webtoon/805356/thumbnail/thumbnail_IMAG21_d7631c1e-dab2-44b5-97af-c61d5fade064.jpg,"1인 심부름센터를 운영하는 주인공 형담은 보름달이 뜨는 밤이면 다른 인종으로 변해버리는 비밀을 가지고 있다. 
통제와 제어가 불가능한 변화는 때에 따라서 백인이나 흑인, 그 외의 다른 인종으로 거듭나는데 형담은 그런 주기마다 자신을 대하는 사람들의 모습과 스스로가 세상을 바라보는 시선의 변화로 인해 고군분투한다.
힘든 나날을 보내던 형담은 우연한 사건을 계기로 자신의 비밀이 만천하에 밝혀지게 되고 온갖 매체를 통해 소비되어 가는데...",['DRAMA'],['DRAMA'],"['완결무료', '드라마', '완결드라마']",31,0,9.89847,21119,0.0563841389,2028.3,682.7041892,150.3,125.2182495,10,8,8,51095.5,0,0,0,0,0,0
790416,나의 작은 서점,FALSE,한민기,[327211],FALSE,전체연령가,,TRUE,https://image-comic.pstatic.net/webtoon/790416/thumbnail/thumbnail_IMAG21_055ba017-9ab1-413f-8dab-dcab9b6ef090.jpg,"꿈을 잊은 채 현실에 순응하며 살아가는 ‘방송 작가’ 한주아. 첫 예능이 폐지되고 주아는 스스로 잘 살고 있는지 의문을 품게 된다. 그러던 와중 퇴근길에 우연히 봤던 동네 서점 앞에 서게 되고, 잊었던 꿈과 동시에 곰 탈을 쓴 재수 없는(?) 서점지기와 마주하게 되는데.. 망해가는 서점주인, 망한 아이돌, 그리고 꿈에 다가가지 못하고 서성여야 했던 주아. 그들이 꿈을 향한 첫 페이지를 넘긴다.",['PURE'],['ROMANCE'],"['로맨스', '연예계', '완결무료', '현실로맨스', '힐링', '완결로맨스', '청춘로맨스']",78,0,9.96338,85171,0.0636447355,6800.7,1385.488004,323.2,179.7441515,10,2,2,134952.5,0,0,0,0,0,0
807776,달과 인어,FALSE,원산지,[364443],FALSE,전체연령가,,TRUE,https://image-comic.pstatic.net/webtoon/807776/thumbnail/thumbnail_IMAG21_7cb79cf9-3939-4a1b-b53e-9447e5f22f7c.jpg,"“내가 꼭 바다로 데려다줄게.""
상아 섬에 살고 있는 '해달'은 어느 날 우연히 해변에서 다친 인어 '이로'를 만난다.
이로는 정체불명의 사람들로부터 쫓기고 있어, 다친 몸을 이끌고 바다로 돌아가기가 쉽지 않은 상황.
과연 해달은 이로를 끝까지 지켜내고, 둘은 계속 함께할 수 있을까!",['DRAMA'],['DRAMA'],"['완결무료', '드라마', '완결드라마', '인외존재', '힐링', '감성드라마', '성장드라마', '러블리']",22,0,9.94552,44943,0.0256312043,3424.4,1465.847959,179.8,154.2185462,10,1,1,44766,0,0,0,0,0,0
785251,시월드가 내게 집착한다,TRUE,승우 / 한윤설,[340684],FALSE,15세 이용가,,FALSE,https://image-comic.pstatic.net/webtoon/785251/thumbnail/thumbnail_IMAG21_3919877924477546549.jpg,"사랑했던 가족들이 나를 죽였다.
과거로 돌아온 나는 내 목숨과 유산을 지키기로 결심하고 라피레온 대공을 찾아갔다.
그런데 이 대공가, 심상치 않다.

무사히 복수를 마치고, 이혼할 수 있을까?",['PURE'],['ROMANCE'],"['소설원작', '로맨스', '구원서사', '햇살캐', '집착물', '계약연애', '회귀', '선결혼후연애']",77,0,9.98128,491074,0.0060327137,26997.7,4292.328903,999.5,1355.690027,10,2,2,304292.5,0,0,0,0,0,0
795041,"아마도, 굿모닝",TRUE,은나 / 솜베 / 우지혜,"[355928, 355929]",FALSE,전체연령가,,TRUE,https://image-comic.pstatic.net/webtoon/795041/thumbnail/thumbnail_IMAG21_02f63d85-3d3c-468b-9b4c-a61203785747.jpg,"""시중은 내가 들죠. 당신이 기뻐할 때까지 최선을 다할 겁니다.""

사업 확장을 위한 투자 회사를 찾을 생각이었건만,
나, 진이영에게 날아온 제안서에는 '계약 결혼'에 대한 내용이 적혀있었다.
상대는 망나니로 소문난 구교헌. 하지만 그렇게 나쁜 거래는 아니다.
그렇게 쇼윈도 부부로만 살아갈 줄 알았는데, 이 남자. 나에게 자꾸만 접근해온다.
우리, 계약 결혼 아니었어요?",['PURE'],['ROMANCE'],"['소설원작', '로맨스', '완결로맨스']",65,0,9.89194,45402,0.0860270912,1424.285714,436.5352921,81.57142857,57.44775799,7,1,1,44766,0,0,0,0,0,0
790409,진짜 진짜 이혼해,FALSE,서후 / 해인,"[353638, 353639]",FALSE,12세 이용가,,TRUE,https://image-comic.pstatic.net/webtoon/790409/thumbnail/thumbnail_IMAG21_a7521a4b-7046-47fe-826e-194cb9d344a9.jpg,"‘강폭풍킥’ 밈의 주인공이 된 후 고개를 들고 다니기 힘들어진 백희. 
한국을 뜨기 위해 호주 영주권자인 한결과 이혼을 전제로 위장 결혼을 한다. 
하지만 이 결혼을 인정받으려면 둘 사이의 ‘진정한 사랑’을 증명해야 한다는데...?! 
진정한 사랑은 무슨, 사기 그 자체인 이 관계를 들키지 않기 위해 안간힘을 쓰지만 쉽지 않다!",['PURE'],['ROMANCE'],"['로맨스', '2021 지상최대공모전', '완결무료', '오피스로맨스', '완결로맨스', '사내연애', '계약연애', '친구>연인', '선결혼후연애']",67,0,9.92667,85470,0.0569720204,4284.5,1076.528054,219.6,93.46250585,10,1,1,84945,0,0,0,0,0,0
805368,"이러면 안 돼요, 전하!",TRUE,안진애 / 우라노스 / 최아리,"[360744, 360743]",FALSE,전체연령가,,FALSE,https://image-comic.pstatic.net/webtoon/805368/thumbnail/thumbnail_IMAG21_96351617-cd09-4eda-abdd-877a3ec12bcb.jpg,"황태자를 살리기 위해 회귀를 거듭하게 된 제국 최강의 기사, 로제타. 
거듭되는 회귀에도 실패가 계속되자 이번 생에는 호위기사가 아닌 하녀로 입궁하여 황태자를 곁에서 지키기로 한다. 
하녀가 되어 곁에서 살갑게 모셔서 그런 건지... 까칠하기만 하던 전하가 왠지 다정하게 변한 것 같은데?!",['PURE'],['ROMANCE'],"['소설원작', '로맨스', '로판', '회귀', '걸크러시']",33,0,9.96381,75012,0.01550006,4618.4,732.3349234,237.2,64.19470383,10,1,1,75777,0,0,0,0,0,0
791258,부캐인생,FALSE,까를로스 / 징크,"[354024, 326341]",FALSE,15세 이용가,,TRUE,https://image-comic.pstatic.net/webtoon/791258/thumbnail/thumbnail_IMAG21_7161908888893337954.jpg,"존재감 없이 살아온 20살 지원. 그는 자신의 생일날 삶을 마감하려 한다. 
하지만 우연히 만든 부캐로 인해 인생이 뒤바뀌고, 현실 ‘아싸’ 임지원은 부캐 ‘인싸’ 김시후로 살아가게 된다. 
점점 부캐의 삶에 빠져들수록 지원은 자신의 존재감을 잃어가고, 결국 부캐를 죽이기로 결심하는데... 
그는 부캐로 얻은 모든 것을 뒤로하고 다시 본인 자신으로 돌아갈 수 있을까.",['DRAMA'],['DRAMA'],"['완결무료', '드라마', '완결드라마', '서스펜스', '인플루언서']",78,0,9.58157,37127,0.7182280263,2147.5,702.9981863,139.3,73.75913503,10,4,2.5,26614.75,0,0,0,0,0,0
778963,덴큐,FALSE,백감독,[349056],FALSE,15세 이용가,,TRUE,https://image-comic.pstatic.net/webtoon/778963/thumbnail/thumbnail_IMAG21_3918805901429191730.jpg,"특수능력을 지닌 악당 덴마가 꼬마의 몸에 갇혀 겪는 모험...의
끝나지 않은 이야기.",['FANTASY'],['FANTASY'],"['판타지', 'sf', '완결무료', '완결판타지']",103,0,9.83951,35549,0.0808261127,3503.5,2122.04478,1002.3,941.3020822,10,1,1,35466,0,0,0,0,0,0
637931,전자오락수호대,FALSE,가스파드,[232883],FALSE,전체연령가,,TRUE,https://image-comic.pstatic.net/webtoon/637931/thumbnail/thumbnail_IMAG21_7233965413470910771.jpg,"아무도 모르게 게임을 굴리는 비밀의 일꾼들.
최고 요원 패치의 게임 조난 굴곡사!",['FANTASY'],['FANTASY'],"['판타지', '완결판타지']",271,53585375,9.97496,251158,0.0168418093,21890.4,7083.880973,7780.6,6060.853656,10,3,3,232272.3333,0,0,1,0,1,1
703846,여신강림,TRUE,야옹이,[316796],FALSE,12세 이용가,,TRUE,https://image-comic.pstatic.net/webtoon/703846/thumbnail/thumbnail_IMAG21_3617626786448291892.jpg,"네웹 대표 글로벌 인기작! 주경, 수호, 서준. 세 청춘의 두근두근 눈호강 로맨스~♡
메이크업으로 여신이 된 주경이는 꿈과 사랑을 이룰 수 있을까?",['PURE'],['ROMANCE'],"['아이돌', '삼각관계', '로맨스', '드라마&영화 원작웹툰', '완결무료', '완결로맨스', '인플루언서']",261,29949999,9.33918,1242710,0.9985993709,69530.6,7576.541074,7314.3,2600.472344,10,2,2,649100,0,1,1,0,1,1
788167,가짜 동맹,FALSE,케냠,[352915],FALSE,12세 이용가,,TRUE,https://image-comic.pstatic.net/webtoon/788167/thumbnail/thumbnail_IMAG21_9d85dac5-3e9d-4734-9184-95d5c5c8fa5e.jpg,"소꿉친구와 하루아침에 커플이 되었다?!
통제가 강한 부모님들을 안심 시키고 자유롭게 생활하기 위해 동맹을 맺은 두 모범생 ‘윤세이’와 ‘김재하’.
동맹을 들킬 위기를 모면하기 위한 두 사람의 가짜 커플 행세가 시작된다!",['PURE'],['ROMANCE'],"['로맨스', '2021 지상최대공모전', '완결무료', '소꿉친구', '완결로맨스', '계약연애', '학원로맨스', '친구>연인']",76,0,9.9735,339894,0.0098705335,15484.9,3009.707775,331.2,219.3995442,10,1,1,339636,0,0,0,0,0,0
789029,한입만!,FALSE,이한솔,[320937],FALSE,12세 이용가,,TRUE,https://image-comic.pstatic.net/webtoon/789029/thumbnail/thumbnail_IMAG21_7365127438884483171.jpg,"복학생 도상구. 어릴 적 사고로 건강염려증에 상처 트라우마 까지 있는 그의 앞에 등장한 탑 아이돌 <슈가레드>의 센터 고영희. 
그녀는 난생처음 느낀 맛있는 향에, 가난한 복학생 상구를 쫓아다니게 되는데..?",['PURE'],['ROMANCE'],"['로맨스', '연예계', '완결무료', '인외존재', '완결로맨스', '인플루언서']",82,0,9.92716,53105,0.0584459327,3659.8,1125.969165,334.5,241.4370518,10,2,2,102622,0,0,0,0,0,0
